,Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
309,41,Female,High School,Married,89852.0,676.0,27422.0,Home,Self-employed,9,Excellent,0.4862734112560449,205004.0,1.0,Loweryland,VT,Tonga,4.0,0,Low
310,62,Male,PhD,Divorced,87384.0,606.0,7297.0,Business,Self-employed,4,Good,0.450293387458166,232491.0,3.0,West Melanieton,MH,Taiwan,0.0,0,Low
311,32,Female,Bachelor's,Married,78360.0,608.0,47644.0,Home,Unemployed,1,Fair,0.112276192453256,271432.0,3.0,East Veronica,KY,Tajikistan,4.0,0,Low
313,58,Non-binary,PhD,Widowed,64153.0,658.0,12202.0,Home,Employed,12,Fair,0.1792174240328648,186472.0,0.0,South Lancehaven,FM,Sri Lanka,0.0,2,Low
314,30,Non-binary,Master's,Married,55059.0,756.0,7413.0,Personal,Employed,5,Good,0.4948017785149837,29295.0,4.0,Walkerborough,WA,Tunisia,0.0,2,Low
315,59,Female,Master's,Married,77564.0,612.0,12357.0,Business,Employed,1,Good,0.4533944976000637,111458.0,0.0,Tylerport,DE,Marshall Islands,2.0,1,Medium
320,66,Male,Master's,Divorced,64764.0,600.0,25486.0,Auto,Employed,17,Good,0.4547958986000804,79556.0,1.0,New Latashabury,AZ,Reunion,1.0,0,Medium
321,32,Female,High School,Widowed,118580.0,636.0,13116.0,Home,Self-employed,7,Fair,0.1207131989379209,267284.0,3.0,Savannahfurt,NC,Mauritius,0.0,1,Low
322,20,Female,High School,Married,41961.0,612.0,30866.0,Auto,Employed,11,Excellent,0.3001605546071649,294593.0,0.0,Port Kentberg,CO,Brunei Darussalam,2.0,1,Low
323,35,Female,Master's,Divorced,84766.0,622.0,20645.0,Business,Unemployed,6,Fair,0.5075528820009602,77868.0,3.0,Blackwellchester,AR,Cote d'Ivoire,1.0,1,Medium
324,47,Female,Bachelor's,Married,100664.0,725.0,12939.0,Personal,Unemployed,2,Good,0.1435154937934451,258171.0,0.0,Port Kimberlyside,DC,Zambia,1.0,1,Low
325,36,Non-binary,Master's,Divorced,44448.0,631.0,30975.0,Auto,Self-employed,18,Good,0.1942799330903714,130657.0,2.0,South Matthewmouth,MP,Bhutan,3.0,1,High
326,61,Male,PhD,Widowed,26518.0,759.0,21161.0,Personal,Employed,18,Poor,0.3239390581855962,135490.0,1.0,East Timothy,CO,Zimbabwe,0.0,0,Low
328,68,Female,High School,Single,113923.0,601.0,44653.0,Auto,Employed,1,Good,0.270090608883926,263788.0,2.0,New Lindsay,OH,Mayotte,2.0,2,High
329,22,Male,PhD,Divorced,107732.0,750.0,39235.0,Business,Unemployed,19,Excellent,0.2956580911847966,62184.0,4.0,Lake John,TN,Belarus,0.0,0,Medium
332,29,Female,Bachelor's,Married,58785.0,644.0,19414.0,Home,Employed,3,Poor,0.2103655356546122,71979.0,0.0,Crossland,AS,Costa Rica,1.0,1,Low
333,28,Male,Bachelor's,Single,83969.0,671.0,44332.0,Business,Employed,16,Fair,0.4570093904595059,88597.0,0.0,Julieborough,FM,United States of America,2.0,2,Low
334,66,Non-binary,PhD,Divorced,111109.0,664.0,16734.0,Auto,Unemployed,0,Fair,0.2011801732877351,246188.0,0.0,Port Frank,RI,Grenada,2.0,2,High
336,36,Female,PhD,Widowed,52548.0,766.0,8458.0,Auto,Employed,11,Fair,0.2405132523018553,62171.0,1.0,Simsfurt,WI,Falkland Islands (Malvinas),3.0,1,Low
337,40,Non-binary,Bachelor's,Widowed,48287.0,610.0,25909.0,Home,Unemployed,10,Excellent,0.2260109873620839,119245.0,1.0,Stephanieland,AZ,Hong Kong,0.0,2,Low
339,64,Male,PhD,Married,93471.0,784.0,23013.0,Auto,Employed,8,Good,0.2118590210701093,171215.0,2.0,North Christinestad,SD,Greenland,0.0,1,Low
340,56,Non-binary,High School,Divorced,36600.0,724.0,26718.0,Business,Unemployed,17,Excellent,0.1792159037823923,34116.0,4.0,Henrystad,PR,Libyan Arab Jamahiriya,4.0,0,Low
344,46,Male,PhD,Married,37986.0,741.0,5217.0,Personal,Unemployed,11,Excellent,0.2432690403561944,24766.0,4.0,North Stephanie,LA,Saint Lucia,2.0,2,Medium
345,66,Male,PhD,Married,100520.0,722.0,23612.0,Business,Self-employed,12,Good,0.3112332781503921,188023.0,0.0,Susanland,AR,Jersey,0.0,2,Low
346,27,Female,Bachelor's,Single,55423.0,785.0,10956.0,Personal,Employed,7,Fair,0.336585399635146,73141.0,4.0,Port Lindseyfort,MO,Saint Kitts and Nevis,1.0,1,Medium
347,68,Non-binary,High School,Widowed,107151.0,754.0,39626.0,Business,Employed,13,Fair,0.3020662013588515,147103.0,1.0,South Aprilbury,TX,Equatorial Guinea,2.0,2,Low
348,54,Male,High School,Married,23794.0,754.0,42272.0,Personal,Unemployed,5,Good,0.534887509417937,273159.0,4.0,Mannmouth,MT,Angola,3.0,2,High
349,25,Male,Bachelor's,Single,107852.0,729.0,31976.0,Auto,Unemployed,13,Excellent,0.269008413623276,35531.0,2.0,West Ryan,IL,Vietnam,0.0,2,Medium
350,21,Female,Master's,Married,38047.0,752.0,40762.0,Home,Unemployed,4,Poor,0.343952590286385,233376.0,0.0,Aaronstad,NJ,Slovenia,2.0,0,Low
352,50,Female,Bachelor's,Divorced,43324.0,725.0,16412.0,Business,Self-employed,0,Fair,0.3055125955200629,201283.0,0.0,Wardhaven,ND,Tuvalu,2.0,1,Low
356,63,Male,Bachelor's,Divorced,117980.0,750.0,34913.0,Auto,Employed,14,Fair,0.3197139897659868,79180.0,4.0,Higginsport,IN,Myanmar,4.0,0,Medium
357,19,Male,PhD,Married,105783.0,649.0,34842.0,Home,Unemployed,14,Excellent,0.1789303303236936,169091.0,4.0,North Lisa,PW,Serbia,3.0,0,High
359,66,Male,Bachelor's,Divorced,79893.0,641.0,8341.0,Personal,Employed,5,Excellent,0.1866961399534498,213287.0,4.0,Amberfort,VI,Oman,4.0,0,Medium
360,66,Non-binary,Bachelor's,Divorced,21299.0,621.0,14131.0,Personal,Self-employed,17,Good,0.4952086849973851,272640.0,2.0,Karenborough,AL,Niger,2.0,0,Low
361,45,Non-binary,Master's,Divorced,37829.0,618.0,29082.0,Personal,Employed,1,Good,0.156127673933398,44527.0,0.0,Meaganton,WA,Iran,4.0,2,Low
363,65,Male,Bachelor's,Divorced,82713.0,658.0,15995.0,Home,Employed,2,Excellent,0.3335558835277427,77072.0,2.0,Erinchester,NJ,Andorra,1.0,2,Low
364,59,Male,High School,Divorced,37373.0,743.0,12455.0,Home,Employed,9,Poor,0.3037330683816044,166261.0,2.0,Lake Kelsey,AL,Chile,1.0,1,Low
367,47,Male,High School,Divorced,52577.0,625.0,33975.0,Home,Employed,7,Poor,0.257840383251475,190682.0,2.0,Port Randalltown,VA,Korea,2.0,0,Low
368,38,Non-binary,Master's,Single,52903.0,736.0,37009.0,Personal,Unemployed,19,Good,0.472939030878014,291166.0,2.0,West Carla,TX,Portugal,0.0,0,Medium
370,39,Female,Bachelor's,Widowed,36489.0,609.0,7961.0,Auto,Self-employed,9,Excellent,0.5914164314844833,181869.0,2.0,South Lisa,ID,Mayotte,4.0,2,Low
375,53,Male,Bachelor's,Married,32328.0,688.0,24731.0,Home,Self-employed,15,Fair,0.5880016532985659,294239.0,1.0,Noahfort,AL,Aruba,0.0,0,Low
377,23,Male,High School,Married,83853.0,712.0,11358.0,Business,Employed,7,Good,0.5871845353205143,166988.0,3.0,Lake Vincent,PR,Luxembourg,2.0,1,Low
379,25,Non-binary,Bachelor's,Married,33727.0,622.0,33180.0,Personal,Self-employed,6,Fair,0.3540356880253991,233379.0,0.0,Nguyenland,TX,Iceland,1.0,1,Low
380,41,Non-binary,PhD,Widowed,56660.0,671.0,46052.0,Business,Self-employed,8,Good,0.1720780552431375,87601.0,1.0,Cunninghammouth,MT,Singapore,0.0,2,Low
382,66,Female,PhD,Married,88993.0,705.0,36158.0,Personal,Unemployed,16,Fair,0.1690307098416801,157492.0,0.0,Nicholastown,MH,Nauru,2.0,0,Low
384,38,Non-binary,PhD,Married,104614.0,648.0,40992.0,Home,Unemployed,2,Fair,0.3213510190971316,166986.0,3.0,New Shawnborough,HI,Guatemala,3.0,1,High
385,32,Male,Master's,Married,99211.0,631.0,44886.0,Personal,Unemployed,3,Fair,0.2213203159261484,123213.0,1.0,New Dylan,SD,Rwanda,4.0,1,High
387,58,Non-binary,High School,Divorced,82583.0,768.0,30366.0,Home,Self-employed,9,Poor,0.5762556025695863,119096.0,2.0,Lake Andrewmouth,PR,Algeria,4.0,0,Low
389,18,Male,Master's,Widowed,84162.0,606.0,5015.0,Business,Self-employed,17,Poor,0.3890696709800946,275773.0,1.0,Amandamouth,KS,Cambodia,1.0,2,Low
390,61,Female,Bachelor's,Single,25702.0,650.0,31654.0,Auto,Employed,15,Excellent,0.161250745167633,149488.0,0.0,South Jessicafurt,WA,Christmas Island,1.0,2,Low
391,21,Female,Bachelor's,Single,23582.0,736.0,19309.0,Personal,Unemployed,2,Good,0.4641723491286281,229415.0,4.0,West Jennifer,OK,Romania,3.0,2,Low
395,27,Male,Master's,Single,114452.0,668.0,36683.0,Auto,Self-employed,2,Poor,0.3826329351968568,191602.0,4.0,Herrerastad,WA,French Guiana,0.0,2,Low
397,36,Male,Master's,Married,35782.0,735.0,5371.0,Business,Employed,10,Good,0.4068469186629599,172202.0,0.0,South Matthewstad,IL,Vietnam,0.0,1,Low
398,33,Male,Bachelor's,Single,22170.0,686.0,44357.0,Personal,Self-employed,18,Good,0.3411884680103073,87943.0,4.0,South Justinshire,ID,Martinique,0.0,0,High
399,38,Male,PhD,Divorced,54563.0,698.0,32788.0,Business,Self-employed,19,Poor,0.1110375676643029,240903.0,1.0,Holmesville,SD,El Salvador,0.0,0,Medium
401,56,Non-binary,Master's,Married,35299.0,625.0,24860.0,Home,Employed,7,Poor,0.5744043630197596,229939.0,3.0,Lake Stephanieborough,OR,Oman,0.0,1,Low
403,57,Female,High School,Divorced,59015.0,774.0,36334.0,Personal,Unemployed,16,Excellent,0.2637248161595017,50529.0,3.0,Walkermouth,PW,Singapore,0.0,2,Low
404,31,Male,PhD,Divorced,31480.0,721.0,45906.0,Auto,Unemployed,10,Fair,0.5687422830938307,107560.0,0.0,Port Elizabethtown,WV,Czech Republic,2.0,0,Low
405,48,Non-binary,Bachelor's,Single,66815.0,662.0,44872.0,Personal,Employed,13,Poor,0.3935018778310589,95401.0,2.0,Schroedertown,ND,Saint Barthelemy,0.0,0,Low
407,37,Non-binary,PhD,Single,74337.0,630.0,17919.0,Auto,Employed,5,Fair,0.5208137639095065,219321.0,4.0,Lindsaymouth,OK,Turkey,0.0,1,Low
410,23,Non-binary,Bachelor's,Divorced,47684.0,742.0,42901.0,Home,Employed,16,Fair,0.2776087078254485,78032.0,4.0,Brownfurt,IL,Portugal,3.0,2,Low
411,47,Male,Bachelor's,Married,111352.0,688.0,15044.0,Auto,Self-employed,3,Excellent,0.2901509548948677,283782.0,2.0,Thomaschester,ME,Sierra Leone,2.0,1,Low
412,48,Male,PhD,Widowed,106151.0,626.0,34164.0,Auto,Unemployed,10,Good,0.5997095382265867,22135.0,0.0,South Renee,SC,Kenya,2.0,2,Low
415,24,Female,Bachelor's,Widowed,102488.0,643.0,19631.0,Personal,Self-employed,9,Fair,0.2693157477534061,210453.0,0.0,East April,RI,Equatorial Guinea,2.0,0,Low
416,24,Male,Bachelor's,Married,94667.0,768.0,26118.0,Home,Self-employed,13,Good,0.4262680321297106,104282.0,1.0,Vanessaton,HI,Papua New Guinea,2.0,0,Low
417,49,Female,High School,Divorced,49870.0,625.0,29285.0,Home,Self-employed,7,Poor,0.1102097750151497,187903.0,2.0,Wattsview,CT,Moldova,4.0,0,Low
418,63,Female,Bachelor's,Married,113526.0,621.0,32419.0,Business,Self-employed,10,Poor,0.5782913375614306,86539.0,0.0,Port Heatherport,MA,Sudan,2.0,2,Low
419,39,Non-binary,Master's,Married,117031.0,650.0,5301.0,Personal,Self-employed,15,Poor,0.510807684767725,157142.0,0.0,Lake Anthony,FM,Bosnia and Herzegovina,0.0,1,Low
420,54,Female,Bachelor's,Married,74240.0,633.0,11854.0,Business,Unemployed,5,Good,0.3515349606334828,76783.0,1.0,Lake Natalie,FM,Poland,4.0,2,Low
423,39,Female,Bachelor's,Divorced,81517.0,711.0,32838.0,Business,Employed,19,Fair,0.4378704920486223,148754.0,4.0,South Whitneyview,NY,Argentina,3.0,1,Low
425,35,Non-binary,PhD,Single,108586.0,625.0,41978.0,Personal,Employed,2,Excellent,0.4783438914398835,182403.0,0.0,Lake Frankfurt,KS,Bosnia and Herzegovina,3.0,2,Medium
427,23,Non-binary,Bachelor's,Single,34319.0,640.0,35058.0,Home,Unemployed,18,Poor,0.4069658430214761,37907.0,2.0,Rhodesmouth,DE,Saint Vincent and the Grenadines,3.0,1,Low
431,55,Non-binary,PhD,Single,38638.0,696.0,13632.0,Personal,Self-employed,19,Excellent,0.5092516786735427,143434.0,4.0,Raymondshire,OH,Hong Kong,0.0,0,Medium
432,54,Male,Bachelor's,Single,60753.0,778.0,25200.0,Personal,Unemployed,12,Good,0.2728716302698821,219389.0,2.0,West Anthonyberg,IN,Senegal,3.0,2,High
434,35,Non-binary,Master's,Married,56734.0,761.0,46826.0,Personal,Unemployed,15,Excellent,0.3878460978580336,238379.0,1.0,Port Patrickberg,IL,Italy,1.0,0,Low
435,21,Female,PhD,Married,58918.0,618.0,22165.0,Home,Employed,0,Good,0.3818043893512856,222403.0,3.0,New Christopherland,IL,Slovakia (Slovak Republic),2.0,2,Medium
437,51,Female,Master's,Widowed,47685.0,718.0,23891.0,Home,Unemployed,0,Poor,0.2012016817633488,112966.0,4.0,Johnton,KY,British Indian Ocean Territory (Chagos Archipelago),2.0,2,Low
439,32,Male,High School,Single,118835.0,722.0,11982.0,Business,Unemployed,5,Good,0.3796539904335768,209403.0,1.0,North Amy,WI,French Guiana,2.0,1,Medium
444,36,Male,PhD,Divorced,118962.0,712.0,30328.0,Auto,Self-employed,0,Poor,0.3737237364498966,269560.0,4.0,East Andrew,WY,Yemen,0.0,2,Medium
445,42,Non-binary,PhD,Divorced,37540.0,672.0,6724.0,Auto,Self-employed,16,Poor,0.1066823763357459,217834.0,0.0,Schmidtbury,AL,San Marino,2.0,0,Low
446,20,Non-binary,Master's,Widowed,103984.0,611.0,5350.0,Personal,Unemployed,4,Good,0.5911376325904818,203201.0,1.0,East Matthew,TX,Turkey,0.0,1,Low
447,49,Non-binary,PhD,Widowed,41966.0,618.0,35534.0,Home,Unemployed,6,Good,0.2721322896986858,151975.0,0.0,Port Joel,AR,Peru,0.0,2,Low
448,63,Non-binary,High School,Divorced,24435.0,696.0,49852.0,Personal,Unemployed,12,Poor,0.3745821863992246,173878.0,1.0,Hortonstad,WY,Indonesia,1.0,2,Low
449,67,Non-binary,High School,Married,27131.0,605.0,9171.0,Home,Employed,14,Excellent,0.4926924862640547,274572.0,1.0,Caseville,NH,Tonga,0.0,2,Medium
450,31,Female,Bachelor's,Married,105924.0,738.0,41443.0,Business,Unemployed,15,Fair,0.2082056492751627,243582.0,1.0,Greenefurt,OK,Norfolk Island,3.0,1,Low
451,68,Female,High School,Widowed,63130.0,705.0,25293.0,Business,Employed,7,Fair,0.1937609990671185,30506.0,2.0,Davemouth,WY,Jersey,1.0,1,Low
454,64,Male,Master's,Widowed,49367.0,772.0,12840.0,Auto,Employed,11,Fair,0.4611168567363246,249394.0,0.0,Alexanderview,SC,Trinidad and Tobago,3.0,0,Medium
457,21,Male,Master's,Widowed,80200.0,796.0,47587.0,Home,Employed,17,Good,0.2807997246993575,129205.0,3.0,East Charleshaven,KY,Aruba,1.0,2,Low
460,44,Male,Bachelor's,Single,107988.0,761.0,48101.0,Personal,Self-employed,10,Excellent,0.1152347525382624,293530.0,3.0,Frankstad,MN,Wallis and Futuna,2.0,1,Low
463,32,Female,Bachelor's,Single,22919.0,662.0,37477.0,Business,Employed,11,Excellent,0.2592457855083475,114916.0,4.0,Oscarside,UT,Afghanistan,3.0,2,Low
469,69,Female,PhD,Single,89529.0,636.0,11861.0,Business,Self-employed,2,Excellent,0.2784118562284503,214415.0,0.0,South Ashley,RI,Vietnam,2.0,2,High
472,18,Male,PhD,Married,80378.0,639.0,31920.0,Business,Employed,11,Good,0.1248485414858258,214743.0,3.0,South Amymouth,IA,Macao,3.0,0,Medium
474,53,Male,Bachelor's,Widowed,115637.0,759.0,38288.0,Personal,Unemployed,18,Good,0.4602930376866039,80877.0,0.0,Bakerview,NE,Antigua and Barbuda,3.0,1,Medium
476,51,Non-binary,Master's,Married,38910.0,777.0,21601.0,Home,Unemployed,7,Fair,0.3070221934378272,72799.0,0.0,North Robert,NV,Guadeloupe,2.0,0,Low
481,55,Male,PhD,Divorced,52919.0,699.0,47283.0,Home,Employed,14,Good,0.5239994753247804,299435.0,4.0,Johnsonton,RI,Guinea,0.0,0,High
482,38,Female,High School,Divorced,117098.0,733.0,39836.0,Business,Employed,16,Excellent,0.5097984648005338,215328.0,0.0,West Sharon,NJ,Vietnam,2.0,0,Medium
483,33,Male,High School,Widowed,83303.0,712.0,23883.0,Business,Unemployed,4,Poor,0.4107518398036225,117508.0,1.0,Ashleeshire,DC,New Caledonia,4.0,0,Low
484,24,Male,Bachelor's,Single,21238.0,731.0,34171.0,Personal,Employed,4,Excellent,0.51597199479586,75887.0,0.0,Rubioport,SC,Qatar,1.0,1,Low
486,28,Female,High School,Single,109624.0,771.0,16036.0,Personal,Self-employed,1,Good,0.1528266924453986,95754.0,2.0,Port Laura,CA,Marshall Islands,3.0,2,Medium
487,67,Male,Bachelor's,Divorced,48223.0,606.0,15318.0,Business,Employed,13,Poor,0.35057894679975,214246.0,4.0,Shawnview,DC,Georgia,1.0,2,Low
488,45,Female,Master's,Widowed,100821.0,608.0,25392.0,Home,Unemployed,9,Good,0.1860207488470213,186780.0,4.0,Paulside,AZ,Bangladesh,2.0,2,Low
489,62,Non-binary,PhD,Married,71726.0,658.0,27097.0,Business,Unemployed,12,Excellent,0.5549950483883958,123775.0,0.0,New Alexanderport,KS,Pitcairn Islands,1.0,2,Low
490,54,Non-binary,PhD,Divorced,111760.0,707.0,36786.0,Auto,Employed,17,Good,0.1266467492061922,52120.0,0.0,Angelaburgh,KS,Luxembourg,4.0,2,Medium
494,29,Female,Master's,Married,100123.0,603.0,46735.0,Business,Unemployed,6,Fair,0.234113207654328,65712.0,0.0,North Michael,IL,Chile,0.0,0,Low
495,51,Male,High School,Married,107171.0,763.0,45955.0,Auto,Self-employed,8,Poor,0.502590674430631,258221.0,1.0,Wendyland,NE,Kuwait,1.0,1,Low
496,51,Male,PhD,Married,36756.0,646.0,39884.0,Business,Employed,16,Excellent,0.2445893658367038,68595.0,2.0,New Stephanieville,VT,Sweden,3.0,0,Low
499,21,Non-binary,PhD,Single,106940.0,721.0,43381.0,Home,Self-employed,13,Excellent,0.4680845080912335,68461.0,1.0,Ruthland,FM,Saint Lucia,0.0,2,Low
500,32,Female,PhD,Married,36150.0,614.0,47080.0,Home,Unemployed,3,Fair,0.3834323489806649,280243.0,0.0,Kariville,NJ,Mauritania,4.0,2,Medium
501,45,Male,Master's,Widowed,22751.0,776.0,48368.0,Home,Employed,7,Fair,0.1813196304648779,139323.0,4.0,Lake Heather,CT,Panama,2.0,0,Medium
503,41,Male,PhD,Single,114897.0,724.0,33782.0,Auto,Employed,19,Poor,0.1007273422544397,203813.0,2.0,Lake Joshua,PR,Afghanistan,0.0,2,Low
504,25,Male,Master's,Married,102176.0,604.0,28933.0,Personal,Employed,8,Good,0.4680587245746243,140628.0,4.0,Robinport,ME,Oman,1.0,1,Medium
505,68,Non-binary,PhD,Single,94676.0,709.0,27727.0,Personal,Unemployed,7,Excellent,0.3704087403980793,233292.0,1.0,South Kristen,CA,Venezuela,2.0,1,Low
507,37,Non-binary,Master's,Married,83474.0,779.0,37611.0,Personal,Unemployed,2,Fair,0.2505026326016741,177110.0,3.0,Rossfurt,AL,Trinidad and Tobago,1.0,1,Low
511,60,Male,Bachelor's,Widowed,108444.0,662.0,40153.0,Business,Unemployed,19,Poor,0.1420103257127696,175005.0,0.0,North Jenniferstad,NE,French Southern Territories,3.0,0,Low
512,52,Female,Bachelor's,Single,110341.0,707.0,32742.0,Personal,Unemployed,9,Excellent,0.4871822261643702,206337.0,3.0,West Josephfurt,DC,Bolivia,2.0,1,Medium
514,48,Female,High School,Married,72563.0,756.0,15115.0,Business,Employed,12,Poor,0.4523473204605719,135455.0,3.0,Colemanville,NC,Benin,1.0,1,Medium
519,22,Male,Bachelor's,Widowed,117552.0,669.0,34394.0,Home,Unemployed,18,Fair,0.3924595148224212,227939.0,1.0,Newmanville,WY,Guernsey,0.0,1,Low
523,34,Non-binary,Bachelor's,Single,78609.0,781.0,44820.0,Personal,Unemployed,8,Fair,0.262529930470413,177433.0,0.0,Walkerland,NM,French Guiana,0.0,1,Low
526,40,Non-binary,Bachelor's,Divorced,23194.0,644.0,18194.0,Business,Unemployed,2,Poor,0.3184967636276321,230545.0,4.0,New Kimberlyland,WA,Netherlands Antilles,3.0,1,Low
529,19,Female,Master's,Single,110139.0,747.0,13655.0,Personal,Employed,11,Fair,0.1324623588017534,154531.0,3.0,West Kathleen,MH,Cambodia,3.0,2,Medium
531,58,Female,PhD,Divorced,87158.0,761.0,45577.0,Personal,Unemployed,1,Excellent,0.2592036401223336,148901.0,0.0,New Matthewfort,UT,Norway,0.0,2,Low
532,40,Non-binary,High School,Single,79439.0,748.0,41826.0,Business,Self-employed,13,Fair,0.4059708242970139,49315.0,1.0,Williamsshire,VA,Saint Vincent and the Grenadines,2.0,2,Medium
537,55,Female,Bachelor's,Divorced,105662.0,730.0,32440.0,Auto,Unemployed,17,Good,0.5479852850970258,243369.0,2.0,East Cynthia,HI,Lesotho,3.0,2,Medium
538,43,Male,Bachelor's,Single,111118.0,654.0,46199.0,Home,Unemployed,1,Fair,0.481644748781824,274277.0,3.0,Campbellview,NC,Singapore,4.0,2,Low
539,19,Non-binary,High School,Divorced,86231.0,677.0,39315.0,Personal,Self-employed,6,Poor,0.5241042076000005,21265.0,4.0,Edwardborough,WI,French Guiana,1.0,1,Medium
540,64,Male,PhD,Married,27014.0,780.0,36704.0,Home,Unemployed,18,Fair,0.2188018189227024,181585.0,3.0,New Donaldside,SC,Saudi Arabia,4.0,1,Low
546,24,Male,High School,Widowed,32291.0,776.0,28968.0,Business,Self-employed,3,Excellent,0.3983360780196969,235595.0,0.0,East Jonathanside,MI,Malta,2.0,0,Medium
548,31,Non-binary,High School,Married,46269.0,616.0,35767.0,Business,Self-employed,7,Poor,0.1049319176899443,272146.0,0.0,South Courtneyview,MS,Tajikistan,0.0,0,Low
550,63,Female,Master's,Widowed,44667.0,796.0,24173.0,Business,Self-employed,17,Good,0.5177142680722427,28982.0,4.0,West Richard,CO,Marshall Islands,4.0,0,Low
551,35,Non-binary,PhD,Widowed,103748.0,704.0,41146.0,Home,Self-employed,2,Excellent,0.274006835174683,294726.0,4.0,Lake Jeffreybury,VA,Saint Kitts and Nevis,0.0,2,Medium
552,58,Male,Bachelor's,Divorced,26668.0,783.0,10147.0,Auto,Unemployed,0,Fair,0.3152589839121941,38083.0,1.0,New Heatherland,DE,Samoa,2.0,1,Low
558,54,Male,PhD,Divorced,41725.0,777.0,31532.0,Home,Unemployed,1,Good,0.3295819873945219,257918.0,0.0,New Heatherburgh,NC,Chad,3.0,0,Low
559,41,Male,Master's,Single,117813.0,615.0,32854.0,Auto,Unemployed,13,Fair,0.2666676361450484,268628.0,1.0,East Shari,CO,Italy,2.0,0,Low
560,46,Female,High School,Widowed,37441.0,642.0,48806.0,Personal,Self-employed,7,Poor,0.2455342979705722,140676.0,3.0,Ericshire,CO,Lebanon,4.0,2,Low
561,46,Non-binary,PhD,Widowed,99874.0,779.0,20630.0,Business,Self-employed,10,Poor,0.5043741176206312,192187.0,1.0,Lake Stevenport,OK,Liechtenstein,0.0,2,High
563,52,Female,PhD,Widowed,47115.0,689.0,5521.0,Home,Unemployed,10,Fair,0.2912149866211699,165326.0,2.0,Victorland,MI,French Guiana,0.0,2,Low
564,52,Female,Bachelor's,Married,63815.0,663.0,12089.0,Personal,Unemployed,18,Fair,0.4119879621519077,157076.0,1.0,Johnsonbury,CT,Saint Barthelemy,1.0,1,Low
565,52,Non-binary,PhD,Widowed,28117.0,777.0,43848.0,Personal,Employed,0,Fair,0.2065502066955501,180411.0,2.0,North Maxwell,NJ,Japan,4.0,1,Medium
566,32,Non-binary,High School,Divorced,96844.0,639.0,35997.0,Auto,Unemployed,10,Excellent,0.1490148580164554,212676.0,1.0,East Teresaton,CA,Bolivia,2.0,0,Medium
570,35,Male,PhD,Married,49055.0,786.0,21916.0,Business,Employed,5,Excellent,0.2391322397483117,81355.0,1.0,West Denisemouth,ND,Mayotte,1.0,0,Medium
575,32,Non-binary,High School,Widowed,44832.0,786.0,26318.0,Auto,Employed,10,Good,0.1160374474660146,233532.0,0.0,North Derekbury,NV,Nauru,1.0,1,Low
577,61,Female,PhD,Divorced,85984.0,742.0,9671.0,Business,Unemployed,11,Excellent,0.2744054489356051,238152.0,1.0,Brownstad,MI,Cayman Islands,3.0,0,Low
578,44,Non-binary,PhD,Single,32985.0,794.0,32122.0,Business,Employed,2,Good,0.2479625808340611,131045.0,0.0,New Andrewville,AL,Cote d'Ivoire,0.0,2,Low
